title,description,brand,category,price
A-TECH 2GB KIT (2 x 1GB) For Gateway 200 Series Notebook 200ARC. SO-DIMM DDR NON-ECC PC2700 333MHz RAM Memory. Genuine Brand.,"2GB KIT (2 x 1GB) SO-DIMM DDR NON-ECC PC2700 333MHz For Gateway 200 Series Notebook. Designed For Gateway 200 Series Notebook: 200ARC. Will also work with many other brands and models. Genuine A-Tech Brand: A-Tech is one of the most trusted names in Premium Memory. Backed by a Lifetime Warranty and 5 star customer support, A-Tech has you covered! Memory upgrades have never been easier. Designed specifically to help your computer run faster and smoother, an A-Tech memory upgrade is one of the fastest, most affordable, and easiest ways to improve system performance. A-Tech memory empowers your computer to achieve faster application loading times, faster system responsiveness, and increased ability to multitask and handle data-intensive programs. A-Tech modules are rigorously tested to ensure that your memory meets our stringent compatibility and performance standards. Every A-Tech ram module is tested for complete functionality before it leaves our doors and includes toll free technical support at 1-866-557-4527. Give your computer the best, trust A-Tech!",A-TECH,Memory,$2.54
"Wireless Cameras,Sricam Baby Monitor and Home Security Camera,HD,IP Camera,P2P Network Camera, Video Monitoring,Vision/Motion Detection/Memory Card Slot/PC iPhone Android View","1: Plug &Play (P2P): Plug and Play, No need DDNS, No need Port Forwarding. 2: Support Onvif Protocol, Support NVR (above Onvif version 2.4.2) 3: microSD CardSupport max128GB microSD card recording,(microSD card must be FAT32 file system format) Support remote playback. (Note: 32GB TF card can be recorded up to 15 days.) 4: Alarm: Support Motion detection alarm, Phone push alarm.Whistle alarm. 5: WiFi Setup: setup wifi without lan cable. All setup are via Phone APP. Supports Networked Video of H.264 720P(1280x720) Resolution. Built-in: 3.6mm Wide Angle Lens, Microphone, High Quality Speaker, Max. 128G MicroSD Slot and High Peformance IR for Clear Night Vision. Intelligent Movement Detection:Motion Detection of 24 Hours with Alarm Triggled Snapshot and Recording. Night Vision Distance up to 8 meters. Built-in High Sensitive Microphone for Audio and Video Mixed Surveillance. Support Two Way Speaking between Camera with Remote PC or Mobile Phone through Internet. Free App for Mobile Monitoring, Plug and Play, Scan QR Code for Connection. Free CMS for PC Monitoring. About Wifi Setup: 1. Sricam camera requires a 2.4 Ghz wireless router connection with its own SSID. The camera will not work on a 5 Ghz wireless standard at this time. If you have a dual-band router, be sure to segregate your wireless channels and connect the camera to the 2.4ghz channel. 2.When you configure the Wifi, Sometimes it cannot turn to next step automatically, but you might have done it successfully, please just type in camera ID and password manually to access the camera to see if it's online. Note: This camera not support email alert. Please search ""Alytimes SP005 Wireless Camera"" in Youtube for detailed video guide.",Alytimes,Dome Cameras,
PhoneTatoos® -Keep Calm And Skate / Transparent Plastic Hard Case Cover for Macbook Pro 13'' (Model: A1278),"Fully access to all buttons and features Plug your charger, cable or headset without removing the case Snap on design, easy on easy off Transparency is different from color to color. Super light-weight full protection solution for your Apple Macbook. Any custom name or custom text are not refundable or returnable (unless we have made the error from our side) Any wrong size orders will not be our responsibility and we charge 15% restocking fee + shipping cost will be the buyers responsibility. *** All images Copyright 2015 PhoneTatoos. All right reserved. PhoneTatoos is registered trademark of Eco Media and Print, Inc. and is exclusively Seller on Amazon. PhoneTatoos is protected by US Trademark Law. *** Apple MacBook are registered trademarks of Apple, Inc. Products are Apple compatible and not endorsed by Apple, Inc.",EMP,Folio Cases,
LHN® 8GB Metal Violin USB 2.0 Flash Drive with Key Chain (Black),"Light weight, small size, cute design Support universal drives,Plug and Play Support both USB version 2.0 and 1.0 Press and push the button on the back side, USB chip will come out. Come with Key Chain, convenient to carry Material: Metal Capacity: 8GB Color: Black Available color from LHN Store: Red, Gold or Black Item Size: 2.5cm(Length) * 0.7cm(Thickness) * 6.0cm (Height) Item Weight: 33g Package Included: 1 Piece x 8GB USB Flash Drive",LHN,USB Flash Drives,$4.70
Lenovo 78Y7395 IdeaPad Tablet K1 Cover,"Lenovo 78Y7395 IdeaPad Tablet K1 Cover PK100 is compatible with K1, to protect tablet body from damage.",Lenovo,Cases,$13.25
"DURAGADGET Black ""Travel"" Water Resistant & Shock Absorbent Neoprene Laptop Sleeve With Dual Zips For Lenovo S210 Touch & HP Elitebook 820 G1","Introducing DURAGADGETs new protective neoprene pouch for your expensive laptop, finished in classic black. This stylish water resistant case is durable but remains incredibly lightweight, so is perfect for the transportation of your laptop, protecting against wear and tear during a busy day.Featuring a handy zip closure to provide maximum protection from dust, scratches and other damaging agents. DIMENSIONS: 310 x 215 x 20 mm",DURAGADGET,Sleeves,$14.99
ABLEGRID Trademarked AC DC Adapter For Asus P50Ij P50Ij X2 K70Ic A2 K72f A1 power adapter charger wirepower wire cord Cord Brand New,ABLEGRID Trademarked AC DC Adapter For Asus P50Ij P50Ij X2 K70Ic A2 K72f A1 power adapter charger wirepower wire cord Cord Brand New,Generic,Chargers & Adapters,
Neewer LCD Display Shutter Release Wired Timer Remote Control NW-880/DC2,"Note: Camera is NOT included. Specifications: Wired Remote Controller Power Off and Reset Options Set Timer Delays & Intervals Set Number of Shots/Unlimited Shooting 4-Line Backlit LED Display Take Photos without Camera Shake Great for Time-Lapse Recording Shutter Connect Port: 2.5mm connect port Cable Length: 40cm Self-Timer Delay: 0 sec to 99 hr, 59 min, 59 sec in 1-second increments Exposure Range: 0 sec to 99 hr, 59 min, 59 sec in 1-second increments Interval:1 sec to 99 hr, 59 min, 59 sec in 1-second increments Number of Shots: 1-99, unlimited Dimensions (L*W*D): 13.6*4.4*1.78"" / 155*40*18 mm Long Battery Life: Powered by two AAA batteries, it can last for about 60 days of continuous shooting with intervals of five minutes and exposures of 4 minutes, 56 seconds. When left on standby, it can last for 2 years. Compatible Models: Nikon D7100 D7000 D5300 D5100 D5000 D3300 D3200 D3100 D610 D600 D90 DF Package Contents: 1 * Remote Shutter Release 1 * Cable 2 * AAA Battery",Neewer,Remote Controls,$19.99
VINYE Bi Color Series PU Leather Hybrid Case with Sleep/Wake Function for Apple iPad Mini 1/2/3 - Hot Pink / White,"VinYe (TM) brings you the stylish and high quality mobile device accessories and electronic gadgets that you will love. Our state-of-the-art logistics streamlines the process of product selection, sourcing, shipping and delivering to our customers. Product Features : The case was designed in with duel layer protection, with hard plastic interior molding that fits perfectly to the back of your iPad Material: premium quality synthetic leather in the exterior. Full access to screen, functions, camera, charging/ syncing & all buttons Includes six slots to store your credit cards / business cards Shock absorbing,Protects your device from common bumps, thumb prints, dust and scratches Sleep/awake function vs. pressing buttons: ---Magically awakens your device when screen flap is flipped open ---Instantly sends your device into sleep-mode when screen flap is closed (Please make sure your Lock/Unlock feature is activated in your device settings) Compatible Device: iPad Mini and iPad Mini 2 3 with Retina Display --16G 32G 64G 7.9 Inch Wifi 3G 4G LTE (It does NOT fit any other tablet) Package Included: 1 x Premium Synthetic Leather Case For iPad Mini and iPad Mini 2 3 with Retina Display (Accessory only, iPad Mini and iPad Mini 2 3 with Retina Display is not included.) VinYe (TM) is a trademark protected by the US Trademark Law. VinYe (TM) products are sold by authorized sellers only.",VINYE,Cases,$16.99
Zeimax® Armor Series iPad mini Case with Kickstand (Black),"The case is constructed or two integral parts: the dual-component back and the screen-shielding front.Instructions:1. Remove the front shield from the top and the bottom of the 3-pinned ends in the back.2. Take out the foam piece and any residue from the inside.3. Place the iPad mini into the back part matching it to the corresponding cutout for the flash.4. Cover the iPad mini with the front screen by flapping open all the flexible side parts.5. Press the top and the bottom flaps against the 3 pins in the back so that they click.6. Finally, following the rim, press together at the matching points to seal the case.",Zeimax,Cases,
dCables Nikon D3100 USB Cable - USB Computer Cord for D3100,"The dCables® USB Cable for the Nikon D3100 is used to download the pictures from your Nikon D3100 to your computer. It will work with both PC and Mac!We Make Connection EasydCables® offers the world's largest selection of digital camera cables. All of our digital camera cables are backed by our Compatibility Guarantee. If we state that an accessory that we sell will work with a specific model and it doesn't then we will:1) If we have the correct product in stock we will ship it to you at our expense and send you a prepaid return label to return the incorrect product, or2) If we do not have the correct product in stock we will send you a prepaid return label to return the incorrect product and once we receive that part we will provide a full refund of your original purchase, including shipping.dCables® provides a 30 day no hassle return policy; we also offer a lifetime warranty against manafacturing defect on all of our digital camera cables.That's how dCables® makes connection easy!",dCables,USB Cables,$5.75
Sandisk Cruzer Micro 8GB Retractable Thumb Jump Pen Flash Drive/Memory Stick with Enhanced for Windows ReadyBoost,"Retractable USB connector: A sliding USB connector means there no cap to lose, and the connector is protected from damage when the drive is not in use. The slider switch is illuminated by an amber LED light when the drive is active, making it easy to see when the light goes out that it is safe to unplug the drive. U3 Smart Technology for running applications directly from the drive, without those applications having to be installed on the computer. U3-compatible software provided free with Cruzer Micro includes the PC phone service Skype, SanDisk has own CruzerSync for synchronizing files between a PC and the drive, the password manager program SignupShield Passwords from Protecteer, and a trial version of McAfee anti-virus software.",SanDisk,USB Flash Drives,
Cable Matters Ultra Mini 4-Port USB 2.0 Hub with Type-C (USB-C),"Connect More with Cable Matters Type-C Products Immediate Expansion The Cable Matters Ultra Mini 4-Port Hub with Type-C has an octagonal, 8-angle design to allow simultaneous connection of 4 USB peripherals without blocking any adjacent ports. This Ultra-Mini Hub is an essential companion for computers with only USB Type-C ports. 1 Ounce of Power-To-Go Weighing less than 1 ounce, this featherweight hub won't add bulk to your laptop travel case. It offers the same functionality of larger USB hubs in a smaller footprint. Important Notes - Directly connect the hub to the computer (not another adapter) - Hub will only re-charge low power devices like a smartphone Specifications - Upstream Port: 1 x Type-C USB 2.0 Male - Downstream Ports: 4 x Type-A USB 2.0 Female - Dimensions: 2 x 2 x 0.4 inches - Weight: 0.88 ounces - Supported OS: Mac, Chrome, Windows, Linux - Rating: USB 2.0 data transfer rates up to 480 Mbps Package Contents 1 x 4-Port USB 2.0 Hub with Type-C 1 x Quick Start Guide Warranty Limited One-Year Warranty and Lifetime Product Support USB Type-C and USB-C are trademarks of USB Implementers Forum",Cable Matters,USB Hubs,$4.99
"Professional Ultra SanDisk 8GB MicroSDHC Sharp Aquos Crystal X card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec)","This Factory Direct product is from the actual manufacturer. Authentic & original quality is how we deliver you a Customized 100% quality item, at a FRACTION of the retail cost!",SanDisk,Micro SD Cards,
"Sony VAIO VGN-FJ170/B 14.1"" Laptop (Intel Pentium M Processor 740, 512 MB RAM, 100 GB Hard Drive, DVD+R Dobule Layer/DVD+/-RW Drive)","Includes: lithium-ion battery, AC adapter, Microsoft Windows XP Home with Service Pack 2, Photoshop Album Starter Edition, WinDVD, Works 8.0, Roxio DigitalMedia SE, Norton Internet Security (90-day subscription) & more. Sony VAIO(R) VGN-FJ170/B Notebook Computer - This slim notebook computer is designed to be easy to take with you, while still providing you with some amazing features. You get the Intel Pentium M Processor 740 (1.73GHz) and 512MB of DDR2 RAM to power your applications. A 14.1"" widescreen display that's great for multi-tasking or enjoying your favorite DVD movie. Integrated 802.11b/g Wi-Fi adapter that keeps you connected to the world around you - without those pesky wires! Native Resolution - 1280x800 100GB 5400RPM Serial ATA(TM) HDD 512MB of PC-3200 400MHz DDR2 SDRAM (expandable to 2GB) Double Layer DVD Writer - (write speeds) up to 4x Double Layer DVD+R, 8x DVD-R, 8x DVD+R, 6x DVD-RW, 8x DVD+RW, 24x CD-R, & 24x CD-RW Double Layer DVD Writer - (read speeds) up to 8x DVD-ROM & 24x CD-ROM Intel Graphics Media Accelerator 900 with up to 128MB of shared RAM (memory is taken from the main system's RAM) Integrated MOTION-EYE Camera with built-in microphone Integrated v.90 Fax Modem Ports - 10/100 Ethernet, 1 4-pin Firewire, 3 USB 2.0, 1 VGA, 1 DVI-D, 1 Printer, 1 Microphone Jack, & 1 Headphone Jack Memory Stick Media Slot - supports Memory Stick, Memory Stick(R) PRO, & Memory Stick(R) DUO with MagicGate(TM) functionality PCMCIA Type I/II Card Slot with CardBus support Unit Dimensions - 13.4 (w) x 1.3 (h) x 10 (d)",Sony,Traditional Laptops,
